Date,Unnamed: 0,Bloc QC,Campaign,Conservative,Date,Error,Green,Liberal,Link,Margin,NDP,Other,Sample,Source,Type
2015-08-02,113,5.0,True,28.0,2015-08-02,±3 pp,3.0,25.0,PDF,11,39.0,-,"1,399",Forum Research,IVR
2015-08-07,112,4.2,True,31.2,2015-08-07,±3.1 pp,5.0,28.6,PDF,0.8,30.4,-,"1,000",Nanos Research,telephone – rolling (1/4)
2015-08-10,111,3.9,True,30.8,2015-08-10,±2.38 pp,4.0,27.8,HTML,2.2,33.0,-,"2,022",Ipsos Reid,telephone/online
2015-08-11,110,4.2,True,30.4,2015-08-11,±1.8 pp,7.3,24.2,PDF,1.4,31.8,-,"3,055",EKOS,IVR
2015-08-11,109,6.0,True,28.0,2015-08-11,±3 pp,4.0,27.0,PDF,6,34.0,-,"1,392",Forum Research,IVR
2015-08-11,108,4.0,True,31.0,2015-08-11,±1.35 pp,6.0,29.0,HTML,1,30.0,-,"5,401",Mainstreet Research,IVR
2015-08-12,107,5.0,True,27.0,2015-08-12,±2.1 pp,6.0,28.0,PDF,5,33.0,-,"2,095",Léger Marketing,online
2015-08-14,106,4.5,True,31.8,2015-08-14,±3.1 pp,5.3,28.7,PDF,2.8,29.0,-,"1,000",Nanos Research,telephone – rolling (1/4)
2015-08-17,105,3.0,True,29.0,2015-08-17,±2.6 pp,6.0,26.0,PDF,6,35.0,-,"1,439",Abacus Data,online
2015-08-19,104,4.0,True,29.0,2015-08-19,±3 pp,4.0,28.0,PDF,5,34.0,-,"1,473",Forum Research,IVR
2015-08-21,103,4.7,True,30.1,2015-08-21,±3.1 pp,5.2,29.9,PDF,0.2,29.1,-,"1,000",Nanos Research,telephone – rolling (1/4)
2015-08-24,101,3.0,True,23.0,2015-08-24,±3 pp,3.0,30.0,PDF,10,40.0,-,"1,440",Forum Research,IVR
2015-08-24,102,4.0,True,32.0,2015-08-24,±1.2 pp,4.0,23.0,PDF,4,36.0,-,"6,226",Angus Reid[LV],online
2015-08-25,100,4.1,True,28.1,2015-08-25,±1.7 pp,5.8,26.7,PDF,5.5,33.6,-,"3,524",EKOS,IVR
2015-08-26,99,4.0,True,29.0,2015-08-26,±3.5 pp,4.0,30.0,HTML,3,33.0,-,"1,000",Ipsos Reid,online
2015-08-26,98,4.0,True,30.0,2015-08-26,±1.7 pp,6.0,27.0,PDF,2,32.0,-,"3,274",Innovative Research,online
2015-08-28,97,4.2,True,28.8,2015-08-28,±3.1 pp,5.4,29.7,PDF,1.1,30.8,-,"1,000",Nanos Research,telephone – rolling (1/4)
2015-08-28,96,3.0,True,30.0,2015-08-28,±2.6 pp,7.0,28.0,PDF,1,31.0,-,"1,500",Abacus Data,online
2015-09-01,95,4.2,True,29.5,2015-09-01,±1.7 pp,6.4,27.7,PDF,0.7,30.2,-,"3,243",EKOS,IVR
2015-09-01,94,4.0,True,24.0,2015-09-01,±3 pp,4.0,32.0,PDF,4,36.0,-,"1,384",Forum Research,IVR
2015-09-02,93,4.0,True,28.0,2015-09-02,±2.1 pp,5.0,30.0,PDF,1,31.0,-,"2,119",Léger Marketing,online
2015-09-06,92,3.7,True,26.2,2015-09-06,±2.8 pp,6.0,30.8,PDF,1.9,32.7,-,"1,200",Nanos Research,telephone – rolling
2015-09-08,90,3.0,True,29.0,2015-09-08,±3.6 pp,3.0,30.0,HTML,4,34.0,-,949,Ipsos Reid,online
2015-09-08,89,3.7,True,25.9,2015-09-08,±2.8 pp,6.1,32.5,PDF,1.3,31.2,-,"1,200",Nanos Research,telephone – rolling (1/3)
2015-09-08,91,4.6,True,31.8,2015-09-08,±1.9 pp,5.9,26.9,PDF,2.2,29.6,-,"2,677",EKOS,IVR
2015-09-09,88,3.6,True,28.6,2015-09-09,±2.8 pp,4.8,32.1,PDF,1.5,30.6,-,"1,200",Nanos Research,telephone – rolling (1/3)
2015-09-10,87,4.0,True,28.0,2015-09-10,±2.2 pp,6.0,30.0,PDF,1,31.0,-,"2,121",Innovative Research,online
2015-09-10,86,3.2,True,30.8,2015-09-10,±2.8 pp,4.6,30.9,PDF,0.1,29.9,-,"1,200",Nanos Research,telephone – rolling (1/3)
2015-09-10,85,3.0,True,28.0,2015-09-10,±3 pp,3.0,29.0,PDF,7,36.0,-,"1,308",Forum Research,IVR
2015-09-11,84,2.8,True,30.9,2015-09-11,±2.8 pp,4.0,31.7,PDF,0.8,30.1,-,"1,200",Nanos Research,telephone – rolling (1/3)
2015-09-11,83,4.0,True,29.0,2015-09-11,±2.6 pp,6.0,29.0,PDF,2,31.0,-,"1,500",Abacus Data,online
2015-09-12,82,2.5,True,31.7,2015-09-12,±2.8 pp,4.1,30.5,PDF,0.9,30.8,-,"1,200",Nanos Research,telephone – rolling (1/3)
2015-09-13,81,2.6,True,30.2,2015-09-13,±2.8 pp,4.3,30.3,PDF,1.0,31.3,-,"1,200",Nanos Research,telephone – rolling (1/3)
2015-09-13,80,4.0,True,29.0,2015-09-13,±3.6 pp,4.0,31.0,HTML,1,32.0,-,980,Ipsos Reid,online
2015-09-14,79,2.9,True,31.0,2015-09-14,±2.8 pp,4.8,29.6,PDF,0.6,30.4,-,"1,200",Nanos Research,telephone – rolling (1/3)
2015-09-15,78,3.7,True,29.6,2015-09-15,±1.9 pp,7.6,27.4,PDF,0.3,29.9,-,"2,704",EKOS,IVR
2015-09-15,77,4.0,True,26.0,2015-09-15,±3.6 pp,8.0,29.0,HTML,5,34.0,-,"1,001",Environics,telephone
2015-09-15,76,2.8,True,29.0,2015-09-15,±2.8 pp,5.3,30.1,PDF,1.5,31.6,-,"1,200",Nanos Research,telephone – rolling (1/3)
2015-09-15,75,4.0,True,32.0,2015-09-15,±3 pp,6.0,28.0,PDF,2,30.0,-,"1,402",Forum Research,IVR
2015-09-16,74,2.5,True,30.1,2015-09-16,±2.8 pp,5.8,30.9,PDF,0.5,30.4,-,"1,200",Nanos Research,telephone – rolling (1/3)
2015-09-17,73,2.3,True,29.1,2015-09-17,±2.8 pp,5.8,31.0,PDF,0.3,31.3,-,"1,200",Nanos Research,telephone – rolling (1/3)
2015-09-18,72,3.0,True,30.4,2015-09-18,±2.8 pp,6.0,30.8,PDF,0.4,28.9,-,"1,200",Nanos Research,telephone – rolling (1/3)
2015-09-18,71,4.0,True,33.0,2015-09-18,±3 pp,4.0,29.0,PDF,4,29.0,-,922,Forum Research,IVR
2015-09-19,70,3.7,True,30.8,2015-09-19,±2.8 pp,5.1,30.3,PDF,0.5,29.1,-,"1,200",Nanos Research,telephone – rolling (1/3)
2015-09-20,69,3.8,True,31.0,2015-09-20,±2.8 pp,5.5,29.4,PDF,1.6,29.1,-,"1,200",Nanos Research,telephone – rolling (1/3)
2015-09-21,68,5.0,True,27.0,2015-09-21,±3.4 pp,4.0,33.0,HTML,3,30.0,-,"1,103",Ipsos Reid,online
2015-09-21,67,3.4,True,31.3,2015-09-21,±2.8 pp,4.6,30.3,PDF,1.0,29.4,-,"1,200",Nanos Research,telephone – rolling (1/3)
2015-09-22,65,2.6,True,31.5,2015-09-22,±2.8 pp,4.2,31.6,PDF,0.1,29.1,-,"1,200",Nanos Research,telephone – rolling (1/3)
2015-09-22,66,4.2,True,35.4,2015-09-22,±2.0 pp,7.7,26.3,PDF,9.1,24.5,-,"2,343",EKOS,IVR
2015-09-23,64,3.0,True,32.0,2015-09-23,±2.5 pp,7.0,30.0,PDF,2,27.0,-,"1,784",Innovative Research,telephone
2015-09-23,63,5.0,True,31.0,2015-09-23,±2.1 pp,5.0,31.0,PDF,Tie,29.0,-,"2,115",Léger Marketing,online
2015-09-23,62,2.3,True,30.5,2015-09-23,±2.8 pp,3.7,31.5,PDF,0.7,30.8,-,"1,200",Nanos Research,telephone – rolling (1/3)
2015-09-23,61,4.0,True,31.0,2015-09-23,±3 pp,4.0,31.0,PDF,Tie,28.0,-,"1,557",Forum Research,IVR
2015-09-24,60,3.0,True,31.0,2015-09-24,n.a.,8.0,28.0,PDF,2,29.0,-,"2,805",Innovative Research,online
2015-09-24,59,2.5,True,28.9,2015-09-24,±2.8 pp,4.2,32.3,PDF,1.2,31.1,-,"1,200",Nanos Research,telephone – rolling (1/3)
2015-09-25,58,3.1,True,29.6,2015-09-25,±2.8 pp,4.5,31.8,PDF,1.5,30.3,-,"1,200",Nanos Research,telephone – rolling (1/3)
2015-09-26,57,4.0,True,31.5,2015-09-26,±2.8 pp,3.7,32.5,PDF,1.0,27.6,-,"1,200",Nanos Research,telephone – rolling (1/3)
2015-09-27,56,5.0,True,32.0,2015-09-27,±1.6 pp,5.0,29.0,PDF,3,27.0,-,"3,814",Abacus Data,online
2015-09-27,55,4.2,True,33.0,2015-09-27,±2.8 pp,3.6,31.6,PDF,1.4,26.9,-,"1,200",Nanos Research,telephone – rolling (1/3)
2015-09-28,54,4.0,True,32.0,2015-09-28,±3.0 pp,4.0,33.0,HTML,1,27.0,-,"1,354",Ipsos Reid,online
2015-09-28,53,4.4,True,32.6,2015-09-28,±2.8 pp,4.0,31.4,PDF,1.2,27.0,-,"1,200",Nanos Research,telephone – rolling (1/3)
2015-09-29,51,4.6,True,32.1,2015-09-29,±2.8 pp,4.4,32.2,PDF,0.1,26.3,-,"1,200",Nanos Research,telephone – rolling (1/3)
2015-09-29,50,5.0,True,34.0,2015-09-29,±3 pp,5.0,27.0,PDF,6,28.0,-,"1,499",Forum Research,IVR
2015-09-29,52,5.3,True,33.4,2015-09-29,±1.9 pp,7.8,26.7,PDF,6.7,25.6,-,"2,609",EKOS,IVR
2015-09-30,47,6.0,True,30.0,2015-09-30,±2.1 pp,6.0,32.0,PDF,2,26.0,-,"2,107",Léger Marketing,online
2015-09-30,48,6.0,True,34.0,2015-09-30,±2.5 pp,5.0,27.0,PDF,7,27.0,-,"2,021",Angus Reid,online
2015-09-30,49,4.8,True,32.8,2015-09-30,±2.8 pp,4.1,31.7,PDF,1.1,26.1,-,"1,200",Nanos Research,telephone – rolling (1/3)
2015-10-01,46,4.3,True,31.9,2015-10-01,±2.8 pp,3.9,33.5,PDF,1.6,25.9,-,"1,200",Nanos Research,telephone – rolling (1/3)
2015-10-01,45,5.0,True,29.0,2015-10-01,n.a,6.0,31.0,PDF,2,29.0,-,"1,562",Innovative Research,online
2015-10-01,44,4.0,True,37.0,2015-10-01,±1.4 pp,7.0,29.0,HTML,8,24.0,-,"5,197",Mainstreet Research,IVR
2015-10-02,43,4.5,True,30.5,2015-10-02,±2.8 pp,4.8,34.6,PDF,4.1,25.1,-,"1,200",Nanos Research,telephone – rolling (1/3)
2015-10-03,42,4.3,True,31.0,2015-10-03,±2.8 pp,4.5,35.3,PDF,4.3,24.3,-,"1,200",Nanos Research,telephone – rolling (1/3)
2015-10-04,41,4.8,True,31.0,2015-10-04,±2.8 pp,4.7,35.6,PDF,4.6,22.8,-,"1,200",Nanos Research,telephone – rolling (1/3)
2015-10-05,40,5.0,True,33.0,2015-10-05,±2.9 pp,3.0,32.0,HTML,1,26.0,-,"1,441",Ipsos Reid,online
2015-10-05,39,4.9,True,31.5,2015-10-05,±2.8 pp,4.6,35.0,PDF,3.5,23.1,-,"1,200",Nanos Research,telephone – rolling (1/3)
2015-10-05,38,4.0,True,35.1,2015-10-05,±2.4 pp,6.6,30.9,PDF,4.2,22.2,-,"1,658",EKOS,IVR/telephone – rolling
2015-10-06,37,5.1,True,32.1,2015-10-06,±2.8 pp,4.6,34.3,PDF,2.2,23.0,-,"1,200",Nanos Research,telephone – rolling (1/3)
2015-10-06,36,4.0,True,34.1,2015-10-06,±2.3 pp,6.9,32.3,PDF,1.8,21.4,-,"1,788",EKOS,IVR/telephone – rolling (1/3)
2015-10-06,35,4.0,True,33.0,2015-10-06,±2.2 pp,5.0,32.0,PDF,1,24.0,-,"2,000",Abacus Data,online
2015-10-06,34,4.0,True,31.0,2015-10-06,±3 pp,3.0,35.0,PDF,4,26.0,-,"1,447",Forum Research,IVR
2015-10-07,30,4.0,True,36.0,2015-10-07,±1.3 pp,5.0,35.0,HTML,1,20.0,-,"5,630",Mainstreet Research,IVR
2015-10-07,31,6.0,True,30.0,2015-10-07,±2.1 pp,4.0,34.0,PDF,4,25.0,-,"2,087",Léger Marketing,online
2015-10-07,32,3.6,True,32.5,2015-10-07,±2.3 pp,7.3,34.1,PDF,1.6,21.1,-,"1,753",EKOS,IVR/telephone – rolling (1/3)
2015-10-07,33,5.6,True,31.6,2015-10-07,±2.8 pp,4.6,33.5,PDF,1.9,24.2,-,"1,200",Nanos Research,telephone – rolling (1/3)
2015-10-08,29,5.0,True,30.0,2015-10-08,n.a,5.0,35.0,PDF,5,24.0,-,"3,417",Innovative Research,online
2015-10-08,28,5.3,True,31.0,2015-10-08,±2.8 pp,4.2,34.0,PDF,3.0,25.0,-,"1,200",Nanos Research,telephone – rolling (1/3)
2015-10-08,27,3.5,True,33.7,2015-10-08,±2.4 pp,7.2,33.8,PDF,0.1,20.4,-,"1,618",EKOS,IVR/telephone – rolling (1/3)
2015-10-09,26,6.0,True,33.0,2015-10-09,±3 pp,3.0,31.0,PDF,2,25.0,-,"1,083",Angus Reid,online
2015-10-09,25,5.5,True,28.6,2015-10-09,±2.8 pp,5.4,34.8,PDF,6.2,24.9,-,"1,200",Nanos Research,telephone – rolling (1/3)
2015-10-09,24,5.0,True,31.0,2015-10-09,±3 pp,3.0,37.0,PDF,6,23.0,-,"1,427",Forum Research,IVR
2015-10-10,23,5.2,True,29.0,2015-10-10,±2.8 pp,5.1,35.1,PDF,6.1,25.0,-,"1,200",Nanos Research,telephone – rolling (1/3)
2015-10-10,22,3.3,True,35.5,2015-10-10,±2.6 pp,7.4,33.1,PDF,2.4,19.0,-,"1,428",EKOS,IVR/telephone – rolling (2/3)
2015-10-11,21,3.0,True,30.0,2015-10-11,±3.1 pp,6.0,38.0,PDF,8,22.0,-,"1,143",Innovative Research,telephone
2015-10-11,20,5.7,True,28.9,2015-10-11,±2.8 pp,4.8,35.7,PDF,6.8,24.3,-,"1,200",Nanos Research,telephone – rolling (1/3)
2015-10-12,19,3.2,True,31.1,2015-10-12,±2.9 pp,7.5,35.6,PDF,4.5,20.6,-,"1,115",EKOS,IVR/telephone – rolling (2/3)
2015-10-13,18,5.0,True,31.0,2015-10-13,±3.0 pp,2.0,37.0,HTML,6,24.0,-,"1,349",Ipsos Reid,online
2015-10-13,16,3.8,True,29.9,2015-10-13,±2.9 pp,6.4,34.1,PDF,4.2,24.1,-,"1,179",EKOS,IVR/telephone – rolling (1/3)
2015-10-13,17,5.2,True,29.2,2015-10-13,±2.8 pp,4.3,36.1,PDF[permanent dead link],6.9,24.5,-,"1,200",Nanos Research,telephone – rolling (1/3)
2015-10-14,15,5.0,True,29.4,2015-10-14,±2.8 pp,4.3,37.1,PDF[permanent dead link],7.7,23.7,-,"1,200",Nanos Research,telephone – rolling (1/3)
2015-10-14,14,3.4,True,32.6,2015-10-14,±2.6 pp,5.6,33.5,PDF,0.9,22.9,-,"1,438",EKOS,IVR/telephone – rolling (1/3)
2015-10-14,13,6.0,True,31.0,2015-10-14,±3 pp,2.0,37.0,PDF,6,24.0,-,"1,438",Forum Research,IVR
2015-10-15,12,4.3,True,30.6,2015-10-15,±2.8 pp,4.7,36.5,PDF,5.9,23.5,-,"1,200",Nanos Research,telephone – rolling (1/3)
2015-10-15,11,3.4,True,32.8,2015-10-15,±2.3 pp,5.1,34.0,PDF,1.2,22.7,-,"1,813",EKOS,IVR/telephone – rolling (1/3)
2015-10-15,10,4.0,True,33.0,2015-10-15,±1.4 pp,5.0,38.0,HTML,5,21.0,-,"5,546",Mainstreet Research,IVR
2015-10-16,9,5.0,True,31.0,2015-10-16,±2.2 pp,5.0,35.0,PDF,4,22.0,-,"2,022",Angus Reid,online
2015-10-16,8,6.0,True,30.0,2015-10-16,±2.1 pp,4.0,38.0,PDF,8,22.0,-,"2,086",Léger Marketing,online
2015-10-16,7,4.4,True,30.7,2015-10-16,±2.5 pp,4.7,37.0,PDF[permanent dead link],6.3,22.6,-,"1,600",Nanos Research,telephone – rolling (1/2)
2015-10-16,6,4.7,True,33.3,2015-10-16,±2.5 pp,4.1,33.7,PDF,0.4,21.9,-,"1,537",EKOS,IVR/telephone – rolling (1/2)
2015-10-17,5,4.6,True,30.5,2015-10-17,±2.2 pp,4.7,37.3,PDF[permanent dead link],6.8,22.1,-,"2,000",Nanos Research,telephone – rolling (2/5)
2015-10-17,4,4.0,True,31.0,2015-10-17,±2.2 pp,4.0,38.0,HTML,7,22.0,-,"2,503",Ipsos Reid,online/telephone
2015-10-17,3,5.4,True,32.6,2015-10-17,±2.4 pp,5.4,34.3,PDF,1.7,21.0,-,"1,621",EKOS,IVR/telephone – rolling (1/2)
2015-10-18,2,4.9,True,31.9,2015-10-18,±2.1 pp,5.6,35.8,PDF,3.9,20.4,-,"2,122",EKOS,IVR/telephone – rolling (1/3)
2015-10-18,1,6.0,True,30.0,2015-10-18,±3 pp,3.0,40.0,PDF,10,20.0,-,"1,373",Forum Research,IVR
2015-10-18,0,5.5,True,30.5,2015-10-18,±3.5 pp,4.6,39.1,PDF,8.6,19.7,-,800,Nanos Research,telephone
2015-11-07,287,4.0,-,25.0,2015-11-07,±3 pp,3.0,55.0,PDF,30.0,12.0,0.0,"1,256",Forum Research,IVR
2015-11-17,286,4.0,-,37.0,2015-11-17,±3 pp,3.0,45.0,PDF,8.0,10.0,0.0,909,Forum Research,IVR
2015-11-25,285,5.0,-,24.0,2015-11-25,±2.6 pp,5.0,49.0,PDF,25.0,16.0,0.0,"1,500",Abacus Data,online
2015-12-08,284,4.0,-,32.0,2015-12-08,±3 pp,4.0,46.0,PDF,14.0,13.0,0.0,"1,369",Forum Research,IVR
2015-12-10,283,3.4,-,27.2,2015-12-10,±2.2 pp,6.7,46.3,PDF,19.1,15.3,0.0,"1,956",EKOS,online/telephone
2016-01-12,282,5.0,-,28.0,2016-01-12,±2.6 pp,5.0,45.0,PDF,17.0,17.0,0.0,"1,500",Abacus Data,online
2016-01-15,281,3.0,-,32.0,2016-01-15,±1.39 pp,5.0,44.0,HTML,12.0,16.0,0.0,"4,937",Mainstreet Research,IVR
2016-01-18,280,3.9,-,25.3,2016-01-18,±1.9 pp,7.0,46.7,PDF,21.4,15.9,0.0,"2,598",EKOS,online/telephone
2016-02-04,279,3.0,-,27.0,2016-02-04,±2.1 pp,5.0,49.0,PDF,22.0,15.0,0.0,"1,524",Léger,online
2016-02-17,278,3.0,-,32.0,2016-02-17,±3 pp,5.0,49.0,PDF,17.0,10.0,0.0,"1,406",Forum Research,IVR
2016-03-15,277,4.0,-,34.0,2016-03-15,±2 pp,3.0,46.0,PDF,12.0,12.0,0.0,"1,567",Forum Research,IVR
2016-03-18,276,4.0,-,29.0,2016-03-18,±2.6 pp,6.0,44.0,PDF,15.0,16.0,0.0,"1,500",Abacus Data,online
2016-03-23,275,4.0,-,28.0,2016-03-23,±2.6 pp,6.0,47.0,PDF,19.0,14.0,0.0,"1,500",Abacus Data,online
2016-03-29,274,4.8,-,31.7,2016-03-29,±2.2 pp,6.4,42.1,PDF,10.4,11.7,0.0,"2,019",EKOS,IVR
2016-03-30,273,5.0,-,30.0,2016-03-30,-,6.0,46.0,PDF,16.0,12.0,0.0,"2,456",Innovative Research,online
2016-04-05,272,6.0,-,28.0,2016-04-05,±3 pp,3.0,51.0,PDF,23.0,12.0,0.0,"1,455",Forum Research,IVR
2016-04-13,271,5.0,-,26.0,2016-04-13,±2.6 pp,5.0,49.0,PDF,23.0,13.0,0.0,"1,500",Abacus Data,online
2016-04-15,269,3.0,-,30.0,2016-04-15,±1.38 pp,5.0,48.0,HTML,18.0,14.0,0.0,"5,012",Mainstreet Research,IVR
2016-04-15,270,4.4,-,28.5,2016-04-15,±2.9 pp,6.7,44.1,PDF,15.6,12.0,0.0,"1,176",EKOS,IVR
2016-04-22,268,4.2,-,25.8,2016-04-22,±3.1 pp,5.5,43.2,HTML,17.4,19.3,0.0,"1,000",Nanos Research,telephone
2016-04-27,267,3.0,-,30.0,2016-04-27,±1.39 pp,4.0,49.0,HTML,19.0,14.0,0.0,"4,998",Mainstreet Research,IVR
2016-05-11,266,4.0,-,29.0,2016-05-11,±3 pp,3.0,52.0,PDF,23.0,11.0,0.0,"1,517",Forum Research,IVR
2016-05-20,265,4.0,-,27.0,2016-05-20,±2.2 pp,7.0,46.0,PDF,19.0,15.0,0.0,"2,000",Abacus Data,online
2016-05-24,264,4.0,-,30.0,2016-05-24,±3.5 pp,-,46.0,HTML,16.0,15.0,0.0,"1,002",Ipsos,online
2016-06-07,263,4.1,-,26.9,2016-06-07,±2.0 pp,7.8,44.7,PDF,17.8,12.4,0.0,"2,371",EKOS,IVR
2016-06-07,262,4.0,-,32.0,2016-06-07,±2 pp,4.0,49.0,PDF,17.0,10.0,0.0,"2,271",Forum Research,IVR
2016-06-16,261,5.0,-,28.0,2016-06-16,±2.6 pp,6.0,44.0,PDF,16.0,16.0,0.0,"1,500",Abacus Data,online
2016-07-05,260,5.0,-,28.0,2016-07-05,±3 pp,3.0,52.0,PDF,24.0,11.0,0.0,"1,429",Forum Research,IVR
2016-07-14,259,2.8,-,28.5,2016-07-14,±3.1 pp,5.9,45.6,PDF,17.1,15.5,0.0,"1,003",EKOS,online/telephone
2016-08-06,258,4.0,-,31.0,2016-08-06,±3 pp,4.0,50.0,PDF,19.0,10.0,0.0,"1,345",Forum Research,IVR
2016-08-25,257,4.0,-,28.0,2016-08-25,±2.2 pp,5.0,46.0,PDF,18.0,16.0,0.0,"2,010",Abacus Data,online
2016-09-01,256,4.0,-,25.0,2016-09-01,±2.5 pp,5.0,53.0,PDF,28.0,12.0,0.0,"1,535",Léger,online
2016-09-07,255,5.0,-,30.0,2016-09-07,±3 pp,4.0,48.0,PDF,18.0,11.0,0.0,"1,370",Forum Research,IVR
2016-09-08,254,4.0,-,29.0,2016-09-08,±1.35 pp,4.0,51.0,HTML,22.0,12.0,0.0,"5,250",Mainstreet Research,IVR
2016-09-21,253,6.0,-,34.0,2016-09-21,±3 pp,3.0,47.0,PDF,13.0,9.0,0.0,"1,326",Forum Research,IVR
2016-09-30,252,4.5,-,26.2,2016-09-30,±3.1 pp,5.0,45.8,PDF,19.6,16.7,0.0,"1,000",Nanos Research,telephone (rolling)
2016-10-07,251,4.3,-,25.9,2016-10-07,±3.1 pp,5.7,45.9,PDF,20.0,16.2,0.0,"1,000 (1/4)",Nanos Research,telephone (rolling)
2016-10-12,250,5.0,-,28.0,2016-10-12,±2.6 pp,6.0,45.0,PDF,17.0,14.0,0.0,"1,498",Abacus Data,online
2016-10-12,249,5.0,-,30.0,2016-10-12,±3 pp,4.0,49.0,PDF,19.0,12.0,0.0,"1,437",Forum Research,IVR
2016-10-14,248,4.3,-,26.2,2016-10-14,±3.1 pp,6.2,46.3,PDF,20.1,15.4,0.0,"1,000 (1/4)",Nanos Research,telephone (rolling)
2016-10-18,247,3.3,-,26.4,2016-10-18,±2.4 pp,7.8,46.6,PDF,20.2,14.1,0.0,"1,622",EKOS,online/telephone
2016-10-21,246,4.0,-,27.5,2016-10-21,±3.1 pp,6.8,46.6,PDF,19.1,13.9,0.0,"1,000 (1/4)",Nanos Research,telephone (rolling)
2016-10-28,245,5.3,-,29.6,2016-10-28,±3.1 pp,6.0,44.5,PDF,14.9,13.3,0.0,"1,000 (1/4)",Nanos Research,telephone (rolling)
2016-11-04,244,5.5,-,29.6,2016-11-04,±3.1 pp,5.5,44.9,PDF,15.3,13.8,0.0,"1,000 (1/4)",Nanos Research,telephone (rolling)
2016-11-06,243,4.0,-,29.0,2016-11-06,±1.38 pp,5.0,49.0,HTML,20.0,13.0,0.0,"5,066",Mainstreet Research,IVR
2016-11-10,242,4.0,-,28.0,2016-11-10,±3 pp,5.0,51.0,PDF,23.0,11.0,0.0,"1,474",Forum Research,IVR
2016-11-11,241,4.3,-,26.2,2016-11-11,±3.1 pp,6.2,46.3,PDF,20.1,15.4,0.0,"1,000 (1/4)",Nanos Research,telephone (rolling)
2016-11-13,240,5.0,-,25.0,2016-11-13,±2.1 pp,7.0,46.0,PDF,21.0,17.0,0.0,"2,200",Abacus Data,online
2016-11-18,239,5.6,-,28.7,2016-11-18,±3.1 pp,5.6,42.9,PDF,14.2,16.0,0.0,"1,000 (1/4)",Nanos Research,telephone (rolling)
2016-11-22,238,2.4,-,31.2,2016-11-22,±2.2 pp,8.2,41.2,PDF,10.0,13.0,0.0,"1,949",EKOS,IVR
2016-11-25,237,4.4,-,25.1,2016-11-25,±3.1 pp,6.4,44.7,PDF,19.6,17.9,0.0,"1,000 (1/4)",Nanos Research,telephone (rolling)
2016-12-02,236,4.8,-,26.0,2016-12-02,±3.1 pp,6.8,42.9,PDF,16.9,17.4,0.0,"1,000 (1/4)",Nanos Research,telephone (rolling)
2016-12-07,235,5.0,-,34.0,2016-12-07,±3 pp,6.0,42.0,PDF,8.0,12.0,0.0,"1,304",Forum Research,IVR
2016-12-09,234,5.4,-,26.7,2016-12-09,±3.1 pp,6.0,43.2,PDF,16.5,16.5,0.0,"1,000 (1/4)",Nanos Research,telephone (rolling)
2016-12-14,233,4.0,-,30.0,2016-12-14,±2.3 pp,5.0,44.0,PDF,14.0,16.0,0.0,"1,848",Abacus Data,online
2016-12-16,232,4.9,-,27.4,2016-12-16,±3.1 pp,5.6,43.6,PDF,16.2,16.7,0.0,"1,000 (1/4)",Nanos Research,telephone (rolling)
2016-12-23,231,5.6,-,28.3,2016-12-23,±3.1 pp,5.6,42.0,PDF,13.7,16.9,0.0,"1,000 (1/4)",Nanos Research,telephone (rolling)
2016-12-30,230,5.5,-,27.9,2016-12-30,±3.1 pp,5.9,43.0,PDF,15.1,16.7,0.0,"1,000 (1/4)",Nanos Research,telephone (rolling)
2017-01-06,229,5.2,-,28.5,2017-01-06,±3.1 pp,5.4,43.0,PDF,14.5,16.2,0.0,"1,000 (1/4)",Nanos Research,telephone (rolling)
2017-01-13,228,6.1,-,28.4,2017-01-13,±3.1 pp,6.1,41.4,PDF,13.0,16.2,0.0,"1,000 (1/4)",Nanos Research,telephone (rolling)
2017-01-20,227,5.1,-,31.2,2017-01-20,±3.1 pp,5.9,39.4,PDF,8.2,16.3,0.0,"1,000 (1/4)",Nanos Research,telephone (rolling)
2017-01-21,226,4.0,-,36.0,2017-01-21,±3 pp,5.0,42.0,PDF,6.0,12.0,0.0,"1,332",Forum Research,IVR
2017-01-25,225,5.0,-,30.0,2017-01-25,±3.5 pp,-,41.0,PDF,11.0,19.0,0.0,"1,000",Ipsos,online
2017-01-27,224,5.1,-,32.1,2017-01-27,±3.1 pp,5.5,39.1,PDF,7.0,16.3,0.0,"1,000 (1/4)",Nanos Research,telephone (rolling)
2017-02-03,223,4.9,-,32.5,2017-02-03,±3.1 pp,5.9,38.0,PDF,5.5,16.4,0.0,"1,000 (1/4)",Nanos Research,telephone (rolling)
2017-02-06,222,6.0,-,34.0,2017-02-06,±3 pp,6.0,34.0,HTML,0.0,16.0,0.0,"1,457",Campaign Research,IVR
2017-02-10,221,4.8,-,32.9,2017-02-10,±3.1 pp,5.3,37.9,PDF,5.0,16.9,0.0,"1,000 (1/4)",Nanos Research,telephone (rolling)
2017-02-17,220,6.3,-,29.6,2017-02-17,±3.1 pp,5.7,39.3,PDF,9.7,16.9,0.0,"1,000 (1/4)",Nanos Research,telephone (rolling)
2017-02-19,219,4.0,-,33.0,2017-02-19,±2.6 pp,6.0,40.0,PDF,7.0,16.0,0.0,"1,500",Abacus Data,online
2017-02-24,218,5.4,-,31.0,2017-02-24,±3.1 pp,5.2,38.9,PDF,7.9,16.8,0.0,"1,000 (1/4)",Nanos Research,telephone (rolling)
