,Bloc QC,Campaign,Conservative,Date,Error,Green,Liberal,Link,Margin,NDP,Other,Sample,Source,Type
93,5.7,FALSE,28.6,2017-05-26,±3.1 pp,7.2,40.3,PDF,11.7,16.7,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
94,4,FALSE,33,2017-05-29,±1.85 pp,5,41,HTML,8,17,0,"2,800",Mainstreet Research,IVR
95,4,FALSE,33,2017-05-31,±2.2 pp,6,40,HTML,7,16,0,"1,958",Angus Reid,online
96,6.2,FALSE,28.1,2017-06-02,±3.1 pp,7.3,40,PDF,11.9,16.5,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
97,5,FALSE,34,2017-06-08,±3 pp,6,42,PDF,8,12,0,"1,483",Forum Research,IVR
98,6.1,FALSE,30.5,2017-06-09,±3.1 pp,7.1,36.8,PDF,6.3,17.3,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
99,5,FALSE,30,2017-06-12,±2 pp,7,39,HTML,9,19,0,"2,767",Campaign Research,online
100,4,FALSE,34,2017-06-12,±2 pp,6,37,PDF,3,17,0,"5,406",Angus Reid,online
101,6.7,FALSE,30.9,2017-06-16,±3.1 pp,6.5,37.5,PDF,6.6,16.5,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
102,3.7,FALSE,33,2017-06-19,±1.3 pp,8.5,35.3,HTML,2.3,15.2,0,"5,658",EKOS,IVR
103,6.8,FALSE,31.1,2017-06-23,±3.1 pp,6.2,38.3,PDF,7.2,15.7,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
104,6.3,FALSE,31.6,2017-06-30,±3.1 pp,7.6,38.9,PDF,7.3,14,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
105,5.3,FALSE,33,2017-07-07,±3.1 pp,6.4,39.8,PDF,6.8,13.6,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
106,4,FALSE,31,2017-07-10,±2 pp,5,40,HTML,9,19,0,"1,540",Campaign Research,online
107,5.9,FALSE,31.2,2017-07-14,±3.1 pp,6.1,38.3,PDF,7.1,16.2,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
108,3,FALSE,31,2017-07-18,±2.2 pp,5,43,HTML,12,16,0,"2,036",Abacus Data,online
109,4.2,FALSE,30.3,2017-07-21,±3.1 pp,6.2,39,PDF,8.7,18.4,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
110,5.8,FALSE,29.1,2017-07-28,±3.1 pp,6.8,36.7,PDF,7.6,20,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
111,6.4,FALSE,29.3,2017-08-04,±3.1 pp,5.4,37.5,PDF,8.2,20.2,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
112,5.2,FALSE,31.1,2017-08-11,±3.1 pp,5.4,37.8,PDF,6.7,19.2,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
113,4,FALSE,35,2017-08-17,±3 pp,4,42,PDF,7,14,0,"1,150",Forum Research,IVR
114,5.1,FALSE,31,2017-08-18,±3.1 pp,4.9,39.4,PDF,8.4,18.2,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
115,4.3,FALSE,30.8,2017-08-25,±3.1 pp,5,41.9,PDF,11.1,16.4,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
116,4,FALSE,32,2017-08-31,±2.19 pp,5,43,HTML,11,15,0,"2,000",Mainstreet Research,telephone
117,4.9,FALSE,32,2017-09-01,±3.1 pp,4.7,41.2,PDF,9.2,15.7,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
118,3,FALSE,31,2017-09-03,±2.6 pp,6,43,PDF,12,17,0,"1,512",Abacus Data,online
119,4.6,FALSE,30.1,2017-09-08,±3.1 pp,5.9,42,PDF,11.9,15.9,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
120,5,FALSE,30,2017-09-11,±2.3 pp,6,42,HTML,12,16,0,"1,770",Campaign Research,online
121,5,FALSE,39,2017-09-14,±3 pp,4,35,PDF,4,15,0,"1,350",Forum Research,IVR
122,6,FALSE,30,2017-09-15,±3.1 pp,5.5,40.9,PDF,10.9,15.5,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
123,6.1,FALSE,32.5,2017-09-22,±3.1 pp,5.7,38.5,PDF,6,14.6,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
124,5,FALSE,32,2017-09-27,±3.5 pp,,39,PDF,7,20,0,"1,001",Ipsos,online
125,6.3,FALSE,31.2,2017-09-29,±3.1 pp,6.7,38.1,PDF,6.9,15.2,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
126,4.5,FALSE,33.3,2017-10-01,±1.4 pp,8.9,34.4,PDF,1.1,14.5,0,"4,839",EKOS,IVR
127,4,FALSE,36,2017-10-04,±2.5 pp,8,37,HTML,1,14,0,"1,477",Angus Reid,online
128,6.6,FALSE,32,2017-10-06,±3.1 pp,5.6,36.9,PDF,4.9,15.4,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
129,4,FALSE,30,2017-10-11,±2.2 pp,8,38,HTML,8,19,0,"2,002",Campaign Research,online
130,4,FALSE,35,2017-10-12,±2.5 pp,6,35,PDF,0,18,0,"1,492",Angus Reid,online
131,7.2,FALSE,31.3,2017-10-13,±3.1 pp,7.3,34.6,PDF,3.3,16.3,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
132,5,FALSE,30,2017-10-16,,7,38,PDF,8,20,0,"2,000",Environics,online
133,6.3,FALSE,30.8,2017-10-20,±3.1 pp,6.9,35,PDF,4.2,17.7,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
134,5,FALSE,35,2017-10-23,±2.6 pp,5,39,PDF,4,15,0,"1,500",Abacus Data,online
136,4,FALSE,30,2017-10-25,±2.5 pp,7,42,PDF,12,15,0,"1,534",Léger,online
135,4,FALSE,30,2017-10-25,±3.5 pp,,38,PDF,8,23,0,"1,001",Ipsos,online
137,4,FALSE,33,2017-10-26,±3.1 pp,7,35,HTML,2,20,0,"1,005",Insights West,online
138,6.1,FALSE,29.6,2017-10-27,±3.1 pp,6.6,36.1,PDF,6.5,18.5,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
139,5.9,FALSE,29.6,2017-11-03,±3.1 pp,6.4,36.6,PDF,7,19,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
140,6,FALSE,38,2017-11-06,±3 pp,6,36,PDF,2,14,0,"1,281",Forum Research,IVR
141,5,FALSE,30,2017-11-09,±1.9 pp,7,38,HTML,8,19,0,"2,616",Campaign Research,online
142,5.3,FALSE,30.9,2017-11-10,±3.1 pp,6,38.3,PDF,7.4,17.5,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
143,4,FALSE,32,2017-11-14,±2.6 pp,6,40,PDF,8,18,0,"1,500",Abacus Data,online
144,5,FALSE,30.7,2017-11-17,±3.1 pp,7,39.3,PDF,8.6,16.6,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
145,4.4,FALSE,30.6,2017-11-24,±3.1 pp,6.9,38.8,PDF,8.2,17.2,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
146,4,FALSE,34,2017-11-30,±2.4 pp,8,40,PDF,6,13,0,"1,609",Léger,online
147,4.2,FALSE,30.7,2017-12-01,±3.1 pp,6.9,40.1,PDF,9.4,16.5,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
148,3.8,FALSE,30.3,2017-12-08,±3.1 pp,6.7,40.7,PDF,10.4,17.5,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
149,5,FALSE,31,2017-12-14,±2.4 pp,,38,PDF,7,20,0,"2,098",Ipsos,online
150,5,FALSE,39,2017-12-14,±3 pp,5,38,PDF,1,12,0,"1,284",Forum Research,IVR
151,3.4,FALSE,29.3,2017-12-15,±3.1 pp,5.7,41.9,PDF,12.6,19.1,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
152,3.3,FALSE,29.1,2017-12-22,±3.1 pp,4.2,42.8,PDF,13.7,20,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
153,3.5,FALSE,30.1,2017-12-29,±3.1 pp,4.2,41.6,PDF,11.5,20.1,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
154,3.7,FALSE,30.7,2018-01-05,±3.1 pp,4.8,40.9,PDF,10.2,19.5,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
155,4.4,FALSE,34.5,2018-01-06,±0.99 pp,7.7,40.3,HTML,5.8,13.1,0,"9,830",Mainstreet Research,IVR
156,4,FALSE,29,2018-01-11,±2.3 pp,7,42,HTML,13,16,0,"1,887",Campaign Research,online
157,3.8,FALSE,33.8,2018-01-12,±3.1 pp,4.5,37,PDF,3.2,20,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
158,3.7,FALSE,34.4,2018-01-19,±3.1 pp,6,37.9,PDF,3.5,17.3,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
159,3,FALSE,43,2018-01-24,±3 pp,3,38,PDF,5,12,0,"1,408",Forum Research,IVR
160,3.5,FALSE,30.6,2018-01-26,±3.1 pp,7.5,37.8,PDF,7.2,19.9,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
161,4,FALSE,32,2018-01-28,±2.7 pp,6,39,PDF,7,18,0,"1,411",Abacus Data,online
162,3,FALSE,30.3,2018-02-02,±3.1 pp,7.6,38.1,PDF,7.8,19.7,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
163,3.1,FALSE,30.4,2018-02-09,±3.1 pp,8.8,38.1,PDF,7.7,18.5,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
164,4,FALSE,32,2018-02-10,±2.1 pp,7,39,HTML,7,16,0,"2,227",Campaign Research,online
165,3.3,FALSE,30.8,2018-02-16,±3.1 pp,8,36.6,PDF,5.8,20.3,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
166,3.8,FALSE,31.5,2018-02-23,±3.1 pp,6.9,37.7,PDF,6.2,19.2,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
167,2,FALSE,46,2018-03-01,±3 pp,3,34,PDF,12,14,0,941,Forum Research,IVR
168,3,FALSE,38,2018-03-01,±3.5 pp,,33,PDF,5,21,0,"1,001",Ipsos,online
169,4,FALSE,32.7,2018-03-02,±3.1 pp,7.1,36.5,PDF,3.8,19,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
170,3,FALSE,33,2018-03-04,±2.2 pp,8,36,PDF,3,18,0,"4,023",Abacus Data,online
171,3,FALSE,38,2018-03-08,±2.5 pp,5,38,PDF,0,14,0,"1,536",Léger,online
172,4.5,FALSE,33.1,2018-03-09,±3.1 pp,6.7,35.8,PDF,2.7,19.3,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
173,4,FALSE,40,2018-03-15,±2 pp,6,30,PDF,10,19,0,"5,423",Angus Reid,online
174,3.5,FALSE,34.8,2018-03-16,±3.1 pp,6.2,35.9,PDF,1.1,18.5,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
175,3.1,FALSE,34.7,2018-03-23,±3.1 pp,5.5,38.1,PDF,3.4,16.8,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
176,3,FALSE,38,2018-03-23,±3.5 pp,,31,HTML,7,23,0,"1,003",Ipsos,online
177,2.4,FALSE,33.7,2018-03-29,±3.1 pp,6.5,39.1,PDF,5.4,16.4,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
178,3,FALSE,32.9,2018-04-06,±3.1 pp,7,38.2,PDF,5.3,17.2,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
179,3.8,FALSE,29.2,2018-04-13,±3.1 pp,8.2,41.1,PDF,11.9,15.8,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
180,2.6,FALSE,37.1,2018-04-18,±1.01 pp,5.9,40.4,HTML,3.3,11.9,0,"9,401",Mainstreet Research,IVR
181,4,FALSE,43,2018-04-20,±2 pp,8,30,PDF,13,14,0,"1,585",Forum Research,IVR
182,3.7,FALSE,31.6,2018-04-20,±3.1 pp,7,38.2,PDF,6.6,17.9,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
183,4.4,FALSE,30.6,2018-04-27,±3.1 pp,5.9,39.2,PDF,8.6,18.2,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
184,3,FALSE,35,2018-04-30,±2.6 pp,,36,HTML,1,20,0,"1,907",Ipsos,online
185,4,FALSE,38,2018-05-02,±3.1 pp,6,35,PDF,3,16,0,"1,000",Innovative Research,telephone
186,4.2,FALSE,33.2,2018-05-04,±3.1 pp,5.4,38,PDF,4.8,17.6,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
187,2,FALSE,36,2018-05-10,±2.1 pp,,39,HTML,3,15,0,"2,103",Léger,online
188,3.7,FALSE,34.4,2018-05-11,±3.1 pp,6,36.1,PDF,1.7,18.5,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
189,4,FALSE,38,2018-05-14,,7,35,PDF,3,15,0,"2,327",Innovative Research,online
190,2,FALSE,46,2018-05-16,±3 pp,4,30,PDF,16,18,0,"1,484",Forum Research,IVR
191,3.6,FALSE,34,2018-05-18,±3.1 pp,5.9,35.1,PDF,1.1,20.1,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
192,4,FALSE,36,2018-05-25,±3.1 pp,6.4,33,PDF,3,19.8,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
193,2,FALSE,44,2018-05-31,±3 pp,5,31,PDF,13,17,0,969,Forum Research,IVR
194,4.4,FALSE,34,2018-06-01,±3.1 pp,5.4,34.1,PDF,0.1,21.2,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
195,4.1,FALSE,33,2018-06-08,±3.1 pp,4.8,35.3,PDF,2.3,22,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
196,4,FALSE,32,2018-06-14,±3.1 pp,9,36,PDF,4,16,0,"1,023",Angus Reid,online
197,5,FALSE,36,2018-06-15,±3.5 pp,,32,HTML,4,20,0,"1,001",Ipsos,online
198,4.1,FALSE,32.5,2018-06-15,±3.1 pp,5.1,36.9,PDF,4.4,19.9,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
199,3,FALSE,36,2018-06-18,±2.5 pp,8,34,HTML,2,18,0,"1,579",Campaign Research,online
200,3.6,FALSE,32,2018-06-22,±3.1 pp,5.7,36.7,PDF,4.7,20.6,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
201,3,FALSE,37,2018-06-29,±3.5 pp,,33,HTML,4,21,0,"1,002",Ipsos,online
202,2.7,FALSE,33.1,2018-06-29,±3.1 pp,5.4,36.5,PDF,3.4,20.8,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
203,2.4,FALSE,33.4,2018-07-06,±3.1 pp,6.8,35.7,PDF,2.3,20.3,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
204,1.8,FALSE,34.5,2018-07-13,±3.1 pp,7.1,37.3,PDF,2.8,18.4,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
205,2,FALSE,32,2018-07-16,±3.5 pp,,39,HTML,7,21,0,"1,000",Ipsos,online
206,2.4,FALSE,36.9,2018-07-17,±1.01 pp,7,39.4,HTML,2.5,11.8,0,"9,384",Mainstreet Research,IVR
207,2,FALSE,35.9,2018-07-20,±3.1 pp,6.1,35.8,PDF,0.1,19,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
208,3,FALSE,34,2018-07-22,±2.2 pp,7,36,HTML,2,19,0,"2,000",Abacus Data,online
209,4,FALSE,32.1,2018-07-26,±2.7 pp,9.3,34.9,Twitter,2.8,17.3,0,"1,302",EKOS,IVR
210,2.2,FALSE,35.2,2018-07-27,±3.1 pp,6.6,35.8,PDF,0.6,19.1,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
211,2.3,FALSE,36.6,2018-08-03,±3.1 pp,5.2,36.9,PDF,0.3,17.8,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
212,3.2,FALSE,35.1,2018-08-10,±3.1 pp,4.8,35.8,PDF,0.7,20.1,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
213,2,FALSE,42,2018-08-12,±3 pp,4,36,PDF,6,15,0,"1,777",Forum Research,IVR
214,3.2,FALSE,33.9,2018-08-17,±3.1 pp,5.7,37.5,PDF,3.6,19,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
215,3,FALSE,33,2018-08-20,±2.5 pp,8,37,HTML,4,18,0,"1,500",Abacus Data,online
216,2.9,FALSE,34.4,2018-08-24,±3.1 pp,6.3,38.8,PDF,4.4,16.5,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
217,3,FALSE,34,2018-08-25,±3.1 pp,6,37,HTML,3,18,0,"1,000",Abacus Data,online
218,3.4,FALSE,32.4,2018-08-31,±3.1 pp,6.7,39.9,PDF,7.5,15.8,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
219,2.5,FALSE,32.8,2018-09-07,±3.1 pp,6.5,39.9,PDF,7.1,14.9,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
220,2,FALSE,31.4,2018-09-14,±3.1 pp,5.8,41.1,PDF,9.7,14.9,0,"1,000 (1/4)",Nanos Research,telephone (rolling)
221,5,FALSE,38,2018-09-14,±2.5 pp,7,36,HTML,2,15,0,"1,486",Campaign Research,online
223,5,FALSE,38,2018-09-19,±2.1 pp,8,30,PDF,8,17,,"5,769",DART,online
222,3,FALSE,34,2018-09-19,±2.2 pp,7,38,HTML,4,17,,"2,000",Abacus Data,online
224,3,FALSE,34,2018-09-20,±3.1 pp,7,40,PDF,6,12,2,"1,002",Pollara,online
225,2.4,FALSE,31.2,2018-09-21,±3.1 pp,5.5,39,PDF,7.8,17,,"1,000 (1/4)",Nanos Research,telephone (rolling)
226,2.6,FALSE,31.7,2018-09-28,±3.1 pp,6,38,PDF,6.3,16.7,,"1,000 (1/4)",Nanos Research,telephone (rolling)
227,5,FALSE,31,2018-10-01,,7,38,PDF,7,15,3,"2,410",Innovative Research,online
228,3.8,FALSE,31.1,2018-10-05,±3.1 pp,6.7,37.3,PDF,6.2,16.2,,"1,000 (1/4)",Nanos Research,telephone (rolling)
229,4,FALSE,35,2018-10-09,±2.5 pp,,36,PDF,1,20,,"2,001",Ipsos,online
230,4,FALSE,41,2018-10-10,±3 pp,7,32,PDF,9,15,,"1,226",Forum Research,IVR
231,3.7,FALSE,31.4,2018-10-12,±3.1 pp,7.2,37.1,PDF,5.7,16.1,1.3,"1,000 (1/4)",Nanos Research,telephone (rolling)
232,3.6,FALSE,29.4,2018-10-19,±3.1 pp,7,39.5,PDF,10.1,16.9,1.4,"1,000 (1/4)",Nanos Research,telephone (rolling)
233,2.8,FALSE,28.2,2018-10-26,±3.1 pp,6.5,39.4,PDF,11.2,19.3,1,"1,000 (1/4)",Nanos Research,telephone (rolling)
234,1.9,FALSE,28.1,2018-11-02,±3.1 pp,6.9,39.6,PDF,11.5,19.3,1.2,"1,000 (1/4)",Nanos Research,telephone (rolling)
235,3.4,FALSE,34.6,2018-11-07,±1.09 pp,6.8,39.3,HTML,4.7,10.8,3.8,"7,961",Mainstreet Research,IVR
236,4,FALSE,35,2018-11-09,±2.5 pp,7,35,HTML,0,17,,"2,512",Campaign Research,online
237,2,FALSE,27.5,2018-11-09,±3.1 pp,6.1,39.4,PDF,11.9,19.8,1.4,"1,000 (1/4)",Nanos Research,telephone (rolling)
238,4,FALSE,31,2018-11-13,±2.6 pp,9,38,HTML,7,16,,"1,500",Abacus Data,online
239,4,FALSE,32,2018-11-15,,8,38,PDF,6,14,3,"2,490",Innovative Research,online
240,2.5,FALSE,28.7,2018-11-16,±3.1 pp,7.3,39.4,PDF,10.7,17.2,1.1,"1,000 (1/4)",Nanos Research,telephone (rolling)
241,4,FALSE,33,2018-11-20,±2.51 pp,5,39,PDF,6,14,4,"1,521",Léger,online
242,2.4,FALSE,31.5,2018-11-23,±3.1 pp,6.9,39.6,PDF,8.1,14.5,1.1,"1,000 (1/4)",Nanos Research,telephone (rolling)
243,4,FALSE,43,2018-11-29,±3 pp,6,34,PDF,9,11,,"1,541",Forum Research,IVR
244,3,FALSE,32.2,2018-11-30,±3.1 pp,7.6,37.9,PDF,5.7,14.3,0.8,"1,000 (1/4)",Nanos Research,telephone (rolling)
245,3.1,FALSE,34.8,2018-12-07,±3.1 pp,8.2,34.1,PDF,0.7,15.8,0.8,"1,000 (1/4)",Nanos Research,telephone (rolling)
246,4,FALSE,33,2018-12-12,±2.5 pp,,38,HTML,5,18,,"2,001",Ipsos,online
247,4,FALSE,35,2018-12-13,±2.5 pp,8,33,HTML,2,16,2,"1,494",Campaign Research,online
248,3.4,FALSE,33.9,2018-12-14,±3.1 pp,6.6,36,PDF,2.1,16.6,0.7,"1,000 (1/4)",Nanos Research,telephone (rolling)
249,4,FALSE,34,2018-12-18,±2.5 pp,7,35,HTML,1,17,,"2,000",Abacus Data,online
250,3.8,FALSE,34.1,2018-12-21,±3.1 pp,7,35.2,PDF,1.1,16,1.5,"1,000 (1/4)",Nanos Research,telephone (rolling)
251,3.4,FALSE,34.4,2018-12-28,±3.1 pp,6.4,36.8,PDF,2.4,16.1,1.2,"1,000 (1/4)",Nanos Research,telephone (rolling)
252,3,FALSE,33.3,2019-01-04,±3.1 pp,6,38.7,PDF,5.4,16.7,1.4,"1,000 (1/4)",Nanos Research,telephone (rolling)
253,5,FALSE,33,2019-01-07,,8,36,PDF,3,15,4,"2,700",Innovative Research,online
254,3.3,FALSE,33.9,2019-01-11,±3.1 pp,6.9,38.1,PDF,4.2,15.4,1.6,"1,000 (1/4)",Nanos Research,telephone (rolling)
255,3.2,FALSE,36.1,2019-01-18,±3.1 pp,7.4,37.2,PDF,1.1,14.2,1.5,"1,000 (1/4)",Nanos Research,telephone (rolling)
256,3.2,FALSE,35.1,2019-01-18,±1.1 pp,7.2,37.2,HTML,2.1,11.5,4.2,"7,941",Mainstreet Research,IVR
257,5,FALSE,32,2019-01-24,,8,38,PDF,6,12,4,"2,451",Innovative Research,online
258,3,FALSE,36.6,2019-01-25,±3.1 pp,8.1,37.6,PDF,1,12.8,1.2,"1,000 (1/4)",Nanos Research,telephone (rolling)
259,3.1,FALSE,35.9,2019-02-01,±3.1 pp,7.9,37.6,PDF,1.7,13.2,1.7,"1,000 (1/4)",Nanos Research,telephone (rolling)
260,4,FALSE,34,2019-02-05,±2.0 pp,8,34,HTML,0,17,,"2,500",Abacus Data,online
261,3.8,FALSE,34.4,2019-02-08,±3.1 pp,7.4,37.5,PDF,3.1,13,1.7,"1,000 (1/4)",Nanos Research,telephone (rolling)
263,4,FALSE,35,2019-02-11,±2.0 pp,9,33,HTML,2,15,,"2,500",Abacus Data,online
262,5,FALSE,37,2019-02-11,±2.5 pp,7,32,HTML,5,14,3,"1,590",Campaign Research,online
264,4.1,FALSE,31.8,2019-02-15,±3.1 pp,7.8,37.9,PDF,6.1,13.7,1.5,"1,000 (1/4)",Nanos Research,telephone (rolling)
265,6,FALSE,36,2019-02-18,±3.5 pp,,34,HTML,2,17,,"1,002",Ipsos,online
266,5,FALSE,36,2019-02-19,±2.5 pp,8,34,PDF,2,12,4,"1,529",Léger,online
267,3.7,FALSE,33.6,2019-02-22,±3.1 pp,8.4,35.7,PDF,2.1,15,1.2,"1,000 (1/4)",Nanos Research,telephone (rolling)
268,5,FALSE,38,2019-02-24,±3.1 pp,8,31,PDF,7,14,,"1,009",Angus Reid,online
269,4,FALSE,33,2019-02-26,±2.1 pp,9,32,HTML,1,17,,"2,374",Abacus Data,online
270,3,FALSE,42,2019-02-28,±3 pp,5,33,PDF,9,12,4,"1,301",Forum Research,IVR
271,3.6,FALSE,34.7,2019-03-01,±3.1 pp,9.1,34.2,PDF,0.5,15.5,0.7,"1,000 (1/4)",Nanos Research,telephone (rolling)
274,4,FALSE,40,2019-03-04,±3.5 pp,4,31,HTML,9,20,0,"1,000",Ipsos,online
272,5,FALSE,32,2019-03-04,,9,36,PDF,4,13,5,"2,122",Innovative Research,online
273,5,FALSE,36,2019-03-04,±2.6 pp,9,30,HTML,6,17,,"1,500",Abacus Data,online
275,4,FALSE,35,2019-03-05,±3.3 pp,9,31,HTML,4,17,,900 (1/3),Abacus Data,online (rolling)
276,4,FALSE,34,2019-03-06,±3.3 pp,9,32,HTML,2,18,,900 (1/3),Abacus Data,online (rolling)
277,4,FALSE,34,2019-03-07,±3.3 pp,10,33,HTML,1,16,,900 (1/3),Abacus Data,online (rolling)
278,5,FALSE,36,2019-03-08,±3.3 pp,10,31,HTML,5,15,,900 (1/3),Abacus Data,online (rolling)
279,3.6,FALSE,36.1,2019-03-08,±3.1 pp,8.3,32.9,PDF,3.2,17.9,0.5,"1,000 (1/4)",Nanos Research,telephone (rolling)
280,4,FALSE,35,2019-03-09,±3.3 pp,11,31,HTML,4,16,,900 (1/3),Abacus Data,online (rolling)
281,4,FALSE,34,2019-03-10,±3.3 pp,11,32,HTML,2,16,,900 (1/3),Abacus Data,online (rolling)
282,4,FALSE,36,2019-03-10,±2.5 pp,10,30,HTML,6,16,2,"1,893",Campaign Research,online
283,3.2,FALSE,35.5,2019-03-15,±3.1 pp,7.7,32.6,PDF,2.9,19.9,0.5,"1,000 (1/4)",Nanos Research,telephone (rolling)
284,5,FALSE,32,2019-03-18,±2.5 pp,9,32,PDF,0,17,2,"1,500",Abacus Data,online
285,1,FALSE,41,2019-03-20,±3 pp,6,35,PDF,6,14,2,"1,490",Forum Research,IVR
286,4,FALSE,37,2019-03-20,±2.51 pp,10,31,PDF,6,14,3,"1,513",Léger,online
287,1,FALSE,41,2019-03-20,±3 pp,6,35,PDF,6,14,2,"1,490",Forum Research,IVR
288,4,FALSE,37,2019-03-20,±2.51 pp,10,31,PDF,6,14,3,"1,513",Léger,online
289,3.9,FALSE,34.6,2019-03-22,±3.1 pp,8.3,32.5,PDF,2.1,19.4,0.6,"1,000 (1/4)",Nanos Research,telephone (rolling)
290,3.9,FALSE,34.6,2019-03-22,±3.1 pp,8.3,32.5,PDF,2.1,19.4,0.6,"1,000 (1/4)",Nanos Research,telephone (rolling)
293,5,FALSE,37,2019-03-25,±2 pp,8,28,PDF,9,17,4,"5,807",Angus Reid,online
292,5,FALSE,37,2019-03-25,±2 pp,8,28,PDF,9,17,4,"5,807",Angus Reid,online
291,3.1,FALSE,37.4,2019-03-25,±1.06 pp,7.9,35,HTML,2.4,11.6,3.8,"8,501",Mainstreet Research,IVR
294,5,FALSE,40,2019-03-27,±3.5 pp,,30,HTML,10,21,,"1,002",Ipsos,online
295,5,FALSE,40,2019-03-27,±3.5 pp,,30,HTML,10,21,,"1,002",Ipsos,online
296,4,FALSE,35,2019-03-29,±3.1 pp,8,35,PDF,0.5,17,1,"1,000 (1/4)",Nanos Research,telephone (rolling)
297,4,FALSE,35,2019-04-05,±3.1 pp,10,33,PDF,2,17,2,"1,000 (1/4)",Nanos Research,telephone (rolling)
298,6,FALSE,42,2019-04-06,±3 pp,9,29,PDF,13,12,2,"1,634",Forum Research,IVR
299,5,FALSE,34,2019-04-06,±2.2 pp,10,32,HTML,2,15,3,"2,035",Campaign Research,online
300,4,FALSE,32,2019-04-10,,10,36,PDF,4,13,,"2,527",Innovative Research,online
301,4.5,FALSE,35,2019-04-12,±3.1 pp,8.8,34.1,PDF,0.9,14.9,0.7,"1,000 (1/4)",Nanos Research,telephone (rolling)
302,4.7,FALSE,35.5,2019-04-18,±3.1 pp,8.4,33,PDF,2.5,15.2,0.8,"1,000 (1/4)",Nanos Research,telephone (rolling)
303,5,FALSE,40,2019-04-22,±2.5 pp,11,27,PDF,13,12,3,"1,522",Leger,online
304,6,FALSE,37,2019-04-24,±3 pp,9,30,PDF,7,14,2,"1,595",Forum Research,IVR
305,5,FALSE,36,2019-04-25,±3.5 pp,,32,HTML,4,19,,"1,000",Ipsos,online
